 NPM(K)    PM(M)      WS(M)     CPU(s)      Id  SI ProcessName
      8     1,61       7,25       0,00    2284   0 SearchFilterHost
     77    32,86      35,37       0,00   10128   0 SearchIndexer
     14     2,80      14,04       0,00   12728   0 SearchProtocolHost
      0     0,18      38,04       0,00      72   0 SecureSystem
     15     3,80      14,11       0,00   10308   0 SecurityHealthService
     10     1,82       8,86       0,08    2660   1 SecurityHealthSystray
      6     4,44       4,44       0,00    8252   1 sed
      6     4,44       4,45       0,02   11244   1 sed
     12     6,13      10,96       0,00     964   0 services
      4     0,58       2,92       0,00    4796   0 SessionService
     11     2,42       5,57       0,11   11852   1 SettingSyncHost
      7     7,29       8,23       0,00   14920   0 SgrmBroker
     28    16,68      63,52       2,48   11832   1 ShellExperienceHost
     16     8,11      17,66       0,00    4840   1 shtctky
     18     6,38      26,67       2,48    4632   1 sihost
     22     8,31      23,01       0,25   11480   1 smartscreen
      3     1,04       1,19       0,00     544   0 smss
      8     1,45       7,32       0,00   14908   0 SocketHeciServer
     23     5,93      17,04       0,00    3376   0 spoolsv
     13     9,02      14,35       0,00    5484   0 SPSSLVpnService
      9     2,06       7,79       0,00    4940   0 sqlwriter
      7     5,04       5,29       0,02   13604   1 ssh-agent
      7     1,13       5,27       0,00   14880   0 ssh-agent
     31    28,07      71,80       2,58    8088   1 StartMenuExperienceHost
     24    12,21      31,88       0,00    1048   0 svchost
     12     5,28      13,82       0,00    1072   0 svchost
     20     7,76      15,12       0,00    1204   0 svchost
      7     1,45       5,89       0,00    1228   0 svchost
     13     2,62       8,28       0,00    1304   0 svchost
     10     1,94       7,39       0,00    1500   0 svchost
      7     1,23       5,20       0,00    1528   0 svchost
      9     1,13       5,16       0,00    1536   0 svchost
     10     1,82       8,19       0,00    1556   0 svchost
     13     2,43      10,09       0,00    1596   0 svchost
      9     2,05       8,05       0,00    1624   0 svchost
     12     2,74       8,31       0,00    1660   0 svchost
      9     2,09       7,68       0,00    1700   0 svchost
      9     1,61       7,09       0,00    1768   0 svchost
     12     2,45      11,21       0,00    1804   0 svchost
     18     6,46      15,02       0,00    1952   0 svchost
     15    23,46      24,61       0,00    1980   0 svchost
     12     2,04       8,28       0,00    2016   0 svchost
     17    14,55      23,30       0,00    2064   0 svchost
     25     4,57       8,56       0,00    2228   0 svchost
     14     3,53      19,92       0,00    2236   0 svchost
     10     2,80       8,00       0,00    2296   0 svchost
     15     5,14      12,84       0,00    2556   0 svchost
     12     3,21       9,80       0,00    2712   0 svchost
     11     2,34      10,06       0,00    2740   0 svchost
      7     1,30       5,66       0,00    2896   0 svchost
     12     2,91      13,52       0,00    2904   0 svchost
     10    11,91      20,09       0,00    2912   0 svchost
     10     1,94       7,71       0,00    3048   0 svchost
     10     2,12       8,01       0,00    3056   0 svchost
     12     4,34      13,46       0,00    3160   0 svchost
      9     1,99       7,31       0,00    3184   0 svchost
      8     1,60       6,97       0,00    3212   0 svchost
     18     3,81       9,11       0,00    3300   0 svchost
      8     1,52       6,74       0,00    3344   0 svchost
     34    19,06      27,99       0,00    3424   0 svchost
     13     3,37      12,79       0,00    3508   0 svchost
     12     2,42      10,10       0,00    3540   0 svchost
     16    10,80       9,82       0,00    3572   0 svchost
     11     1,63       6,45       0,00    3620   0 svchost
     15     3,09      10,11       0,00    3624   0 svchost
     24     6,41      19,52       0,00    3868   0 svchost
